  Seq   Jmag    Hmag    Kmag    [3.6]   [4.5]   [5.8]   [8.0]   [24]   AKs    alpha   Cl   2M   Simbad   GLON                 GLAT                  RA2000              DEC2000              
  529   ""      ""      14.45   12.04   11.31   10.48   9.63    5.62   ""     -0.03   P    2M   Simbad   211.54688676957028   -19.276375570763093   84.99154166666666   -7.48263888888889    
  530   14.04   12.27   11.25   9.92    9.29    8.47    7.29    4.09   0.83   0.2     D    2M   Simbad   211.57752382906767   -19.21081781485949    85.06374999999998   -7.479666666666667   
  531   ""      ""      ""      15.78   14.16   12.72   11.31   7.74   ""     2.28    FP   2M   Simbad   211.2662879879115    -19.789839097663723   84.409125           -7.472000000000001   
  532   12.19   10.73   9.79    8.58    7.97    7.51    6.74    3.24   0.52   -0.75   D    2M   Simbad   211.40681412879562   -19.503646387638113   84.72704166666666   -7.464388888888888   
  533   ""      15.14   12.0    9.52    8.66    8.03    7.46    4.77   4.46   -0.5    D    2M   Simbad   211.52124581287507   -19.279388564303012   84.97804166666666   -7.462250000000002   
  534   ""      14.3    12.59   11.0    10.17   9.36    8.35    5.5    1.12   0.2     D    2M   Simbad   211.54605374843183   -19.229949956309472   85.03320833333332   -7.461444444444443   
  535   12.87   10.97   9.96    9.05    8.59    7.93    6.73    3.01   1.02   -0.15   D    2M   Simbad   211.5498386765107    -19.22079608049158    85.04308333333333   -7.460611111111114   
  536   ""      ""      9.69    5.5     ""      2.47    ""      ""     ""     ""      P    2M   Simbad   211.58061763166387   -19.156409697418873   85.11429166666667   -7.45827777777778    
  537   ""      15.76   13.96   11.97   10.78   9.76    8.79    3.92   0.21   0.8     P    2M   Simbad   211.5440542993441    -19.225291961812125   85.03658333333334   -7.457694444444445   
  538   14.24   13.03   12.28   11.48   10.98   10.43   9.62    6.84   0.33   -0.69   D    2M   Simbad   211.54402662052445   -19.209486477486976   85.05087500000002   -7.450694444444447   
  539   15.19   13.78   12.91   11.83   11.34   10.81   9.95    6.72   0.5    -0.68   D    2M   Simbad   211.43286108415515   -19.42101650551225    84.81275            -7.449944444444444   
  540   10.46   9.17    8.17    7.01    6.4     6.0     5.18    1.76   0.23   -0.78   D    2M   Simbad   211.44282016125217   -19.3923012338728     84.84291666666668   -7.445694444444444   
  541   ""      ""      14.12   11.04   9.84    9.07    8.41    5.89   ""     0.12    D    2M   Simbad   211.51120626740595   -19.25907157421697    84.99220833333332   -7.444777777777773   
  542   ""      ""      ""      14.93   13.91   13.34   ""      ""     ""     ""      D    2M   Simbad   211.43662953364355   -19.39951204475095    84.83379166666666   -7.443638888888889   
  543   ""      ""      ""      15.59   14.87   14.25   13.95   ""     ""     -0.94   D    2M   Simbad   211.49268537754392   -19.291772674907094   84.95483333333333   -7.443527777777779   
  544   16.23   13.5    12.12   11.34   11.08   10.86   10.86   7.48   1.8    -2.28   D    2M   Simbad   211.46707832658117   -19.33232856050981    84.907375           -7.43975             
  545   14.82   13.0    11.27   9.06    7.95    7.01    6.28    2.2    0.38   0.34    P    2M   Simbad   211.43082699937236   -19.399121040582646   84.83170833333335   -7.438555555555554   
  546   ""      ""      ""      12.54   11.61   10.79   10.4    7.07   ""     -0.36   D    2M   Simbad   211.48740081852944   -19.289640722178703   84.95454166666667   -7.438111111111115   
  547   15.38   12.98   11.81   10.92   10.57   10.22   9.78    8.25   1.55   -1.52   D    2M   Simbad   211.46090785542506   -19.34000827537175    84.89783333333332   -7.437916666666667   
  548   15.81   14.08   13.09   12.32   11.9    11.5    10.9    8.09   0.81   -1.21   D    2M   Simbad   211.443808308517     -19.370841395643694   84.86275            -7.437055555555555   
  549   ""      ""      ""      15.15   13.97   13.21   12.36   ""     ""     0.3     D    2M   Simbad   211.5038596033405    -19.25561299982186    84.99224999999998   -7.437027777777775   
  550   ""      14.38   12.8    10.58   9.61    8.77    7.81    4.32   0.4    0.33    P    2M   Simbad   211.4573179986248    -19.343682950269198   84.893              -7.436499999999999   
  551   ""      ""      ""      12.27   10.08   9.24    8.59    1.56   ""     1.18    P    2M   Simbad   211.4295344876614    -19.39681726200239    84.83325            -7.436444444444445   
  552   15.94   13.29   11.78   10.67   10.02   9.53    8.85    5.51   1.6    -0.77   D    2M   Simbad   211.42579437227482   -19.403922447077882   84.82524999999998   -7.436416666666662   
  553   ""      ""      14.32   12.7    12.01   11.43   10.7    8.18   ""     -0.56   D    2M   Simbad   211.46717919461244   -19.31980435369148    84.91875            -7.434305555555556   
  554   15.41   14.74   14.51   14.31   13.8    14.33   ""      ""     0.02   ""      D    2M   Simbad   210.9604097621438    -20.286846825481835   83.83141666666667   -7.4337777777777765  
  555   ""      ""      ""      14.89   14.27   13.68   12.92   ""     ""     -0.57   D    2M   Simbad   211.4206123106454    -19.406996775035545   84.82029166666666   -7.433388888888885   
  556   12.67   11.85   11.59   11.44   11.38   11.29   11.0    6.03   0.19   -2.33   D    2M   Simbad   211.5417654684316    -19.17072464284261    85.08500000000001   -7.4316666666666675  
  557   ""      15.69   14.13   13.2    12.83   12.57   11.99   8.39   2.23   -1.47   D    2M   Simbad   211.43918406332136   -19.3673129447022     84.86399999999999   -7.431583333333332   
  558   ""      ""      12.79   10.33   9.43    8.62    7.9     4.53   ""     -0.05   P    2M   Simbad   211.49493520880407   -19.259019038960805   84.98541666666665   -7.430972222222223   
  559   ""      15.4    13.48   11.49   10.7    10.12   9.53    6.8    1.77   -0.62   D    2M   Simbad   211.50959699709156   -19.22604504980824    85.02141666666665   -7.428833333333333   
  560   ""      ""      ""      15.52   14.78   14.55   13.36   6.21   ""     -0.48   P    2M   Simbad   211.5009401932511    -19.239383166548812   85.00570833333335   -7.427388888888891   
  561   14.76   12.35   10.78   10.21   9.57    8.94    7.86    4.1    1.25   -0.14   D    2M   Simbad   211.49484035415696   -19.24787715656676    84.99545833333333   -7.425972222222223   
  562   ""      15.51   13.0    10.55   9.66    8.86    8.19    4.55   2.89   -0.13   P    2M   Simbad   211.48750320399574   -19.24911910315164    84.99124999999998   -7.420305555555556   
  563   ""      ""      ""      13.89   13.39   12.77   12.08   ""     ""     -0.73   D    2M   Simbad   211.47374531933775   -19.254561438652125   84.98054166666665   -7.4110555555555555  
  564   ""      ""      ""      13.9    12.99   12.11   11.05   6.95   ""     0.43    P    2M   Simbad   211.03532684080642   -20.08565916237016    84.04474999999998   -7.407916666666668   
  565   ""      ""      ""      14.85   13.37   12.54   11.76   ""     ""     0.61    D    2M   Simbad   211.52612609880973   -19.14683035013435    85.10004166666668   -7.4078611111111075  
  566   15.52   13.89   13.01   12.18   11.71   11.19   10.41   6.99   0.76   -0.8    D    2M   Simbad   211.4367572352813    -19.31548237902132    84.909875           -7.40663888888889    
  567   ""      ""      14.09   12.37   11.36   10.48   9.67    6.05   ""     0.25    P    2M   Simbad   211.4685990854758    -19.251663251241176   84.981              -7.405416666666669   
  568   15.26   13.4    12.59   11.87   11.58   11.17   10.58   7.88   1.11   -1.34   D    2M   Simbad   211.4351214214133    -19.314215768311723   84.91033333333334   -7.404694444444448   
  569   13.27   11.9    11.08   9.99    9.42    8.98    8.24    5.18   0.49   -0.85   D    2M   Simbad   211.19975921772175   -19.764494384785046   84.40416666666665   -7.40463888888889    
  570   15.43   14.86   14.33   13.47   13.05   12.61   11.91   9.19   0.0    -1.05   D    2M   Simbad   211.41513946078678   -19.35163298864227    84.86808333333335   -7.404305555555556   
  571   16.78   13.62   11.56   9.45    8.68    8.23    7.68    4.95   1.84   -0.85   D    2M   Simbad   211.45375565156147   -19.27723368020532    84.95162499999999   -7.404138888888888   
  572   16.56   14.16   12.4    10.64   9.71    8.98    7.96    4.63   1.11   0.2     P    2M   Simbad   211.46569596226252   -19.254274712915993   84.97741666666667   -7.404111111111114   
  573   13.08   11.41   10.55   9.41    8.86    8.23    7.48    ""     0.84   -0.6    D    2M   Simbad   211.48541268901477   -19.2082195676916     85.027375           -7.4004722222222235  
  574   13.37   11.62   10.87   9.72    9.23    ""      7.75    4.77   1.02   ""      D    2M   Simbad   211.48456298971598   -19.20796272113651    85.02725000000001   -7.399638888888888   
  575   14.43   12.03   10.62   9.4     8.66    7.9     6.88    3.0    1.35   0.05    P    2M   Simbad   211.44640357039074   -19.263408023914028   84.96104166666666   -7.3918055555555515  
  576   15.72   13.2    11.76   10.25   9.6     9.02    8.32    6.08   1.5    -0.63   D    2M   Simbad   211.42685048346522   -19.292087665897036   84.92687500000001   -7.387916666666663   
  577   ""      ""      ""      14.41   12.64   11.56   10.67   6.12   ""     1.36    P    2M   Simbad   211.40410813228277   -19.32366263723793    84.88874999999999   -7.382611111111112   
  578   ""      ""      ""      13.7    12.73   11.75   10.73   7.24   ""     0.58    FP   2M   Simbad   211.53691556833834   -19.05983006460677    85.18329166666665   -7.378583333333333   
  579   14.44   12.04   10.67   9.39    8.81    8.38    7.92    5.88   1.39   -1.16   D    2M   Simbad   211.4229926088459    -19.274772161812557   84.94091666666667   -7.376999999999995   
  580   ""      15.24   14.05   13.02   12.53   12.17   11.75   9.07   0.98   -1.4    D    2M   Simbad   211.30143318115626   -19.501715676905864   84.68454166666668   -7.3744166666666695  
  581   11.74   10.5    9.5     8.1     8.06    7.06    6.49    3.63   0.19   -0.79   D    2M   Simbad   211.53434673077012   -19.053568053008114   85.18787499999998   -7.3736388888888875  
  582   ""      ""      11.99   10.89   10.31   9.77    8.87    5.73   ""     -0.53   D    2M   Simbad   211.39342563795074   -19.323257834442266   84.884625           -7.373388888888887   
  583   16.84   14.67   13.33   12.23   11.76   11.47   10.81   7.43   1.12   -1.25   D    2M   Simbad   211.42175857187155   -19.268901361943506   84.94570833333334   -7.3733611111111115  
  584   13.18   12.3    11.79   11.17   10.76   10.44   9.73    6.54   0.09   -1.21   D    2M   Simbad   211.21736443339356   -19.647642356355437   84.51725            -7.36786111111111    
  585   14.49   13.64   13.3    12.6    12.33   12.14   11.56   8.03   0.17   -1.66   D    2M   Simbad   211.12644543230846   -19.796464369212895   84.3445             -7.356888888888888   
  586   10.24   8.87    8.03    7.19    6.86    6.53    5.69    2.46   0.46   -1.13   D    2M   Simbad   211.29635807705222   -19.46209020451357    84.71825000000001   -7.35261111111111    
  587   ""      13.54   11.81   9.58    8.69    7.84    6.88    3.46   1.01   0.25    P    2M   Simbad   211.29476917495904   -19.46305651511059    84.71670833333332   -7.3516944444444485  
  588   13.18   12.03   11.45   10.61   10.1    9.61    8.67    5.89   0.39   -0.63   D    2M   Simbad   211.22702569354098   -19.58293072931732    84.57983333333333   -7.347416666666666   
  589   13.73   13.1    12.86   12.49   12.27   12.01   11.4    8.72   0.0    -1.6    D    2M   Simbad   210.91317464526736   -20.173726863277405   83.91395833333334   -7.344               
  590   ""      15.01   12.93   11.25   10.51   9.83    8.99    5.36   2.32   -0.24   D    2M   Simbad   211.35636190772698   -19.323163344364062   84.86912499999998   -7.341972222222221   
  591   14.81   13.62   12.73   11.73   11.13   10.79   10.19   7.01   0.2    -1.11   D    2M   Simbad   211.2823159001987    -19.46413443057005    84.71050000000001   -7.341638888888888   
  592   16.37   13.51   12.09   11.08   10.75   10.47   10.19   8.07   1.93   -1.81   D    2M   Simbad   211.37601330174095   -19.28420547861325    84.912625           -7.341388888888891   
  593   16.06   13.24   11.89   10.88   10.57   10.27   9.92    7.26   1.95   -1.74   D    2M   Simbad   211.37384022130922   -19.285728606868794   84.91033333333334   -7.340222222222223   
  594   16.2    15.13   14.73   14.37   14.03   13.8    13.25   6.86   0.4    -1.58   P    2M   Simbad   211.33457641331793   -19.36016364414264    84.8265             -7.339888888888889   
  595   ""      15.93   14.91   13.52   11.78   10.39   9.06    3.99   0.0    2.25    P    2M   Simbad   211.30057483320735   -19.424613509255497   84.75391666666667   -7.33961111111111    
  596   14.0    12.33   11.45   10.19   9.87    9.41    8.73    6.32   0.82   -1.14   D    2M   Simbad   211.38236487639819   -19.267073342744286   84.93079166666665   -7.339194444444446   
  597   11.51   10.29   9.47    8.86    8.45    8.03    7.21    3.41   0.29   -0.95   D    2M   Simbad   211.27831509730058   -19.464624904746284   84.70837499999999   -7.338472222222225   
  598   14.37   12.59   11.75   10.82   10.33   9.87    9.13    6.45   0.99   -0.9    D    2M   Simbad   211.38128915928294   -19.262472693703025   84.9345             -7.33625             
  599   ""      ""      ""      13.68   13.21   12.45   11.71   7.59   ""     -0.5    D    2M   Simbad   211.3150867588664    -19.365614134837056   84.813375           -7.325805555555556   
  600   ""      15.53   14.27   13.34   12.82   12.33   11.51   8.94   1.07   -0.74   D    2M   Simbad   211.35242733200454   -19.28972801693126    84.89770833333334   -7.3238611111111105  
  601   14.0    12.5    11.42   9.91    9.2     8.59    7.89    3.99   0.45   -0.53   D    2M   Simbad   211.42676481856677   -19.147171618517707   85.05791666666666   -7.323805555555557   
  602   ""      ""      ""      14.42   13.33   12.2    10.7    6.56   ""     1.44    P    2M   Simbad   211.36788997695714   -19.252322562358792   84.93804166666666   -7.320416666666667   
  603   13.14   12.33   11.74   11.17   10.83   10.59   9.98    7.22   0.0    -1.5    D    2M   Simbad   211.4274792694701    -19.13405099860036    85.07008333333332   -7.318611111111115   
  604   16.72   15.4    14.23   13.21   12.73   12.36   11.51   8.26   0.16   -0.92   D    2M   Simbad   211.37238837846579   -19.23842803377985    84.9525             -7.318083333333333   
  605   12.69   12.0    11.57   11.0    10.55   10.28   9.58    6.98   0.0    -1.26   D    2M   Simbad   211.08203165651005   -19.788757995592494   84.33283333333334   -7.315999999999998   
